seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	72427931	72428006	76	*	X1628	55890	72427667	72446720	19054	+	0	inside	263	GPRC5C
chr17	73717051	73717151	101	*	X1632	3691	73717516	73753899	36384	+	364	upstream	364	ITGB4
chr17	74023375	74023408	34	*	X1633	2125	74002927	74023507	20581	-	0	inside	98	EVPL
chr17	74099965	74100128	164	*	X1634	23265	74077086	74099868	22783	-	96	upstream	96	EXOC7
chr17	74136700	74136733	34	*	X1637	100507218	74136637	74150729	14093	+	0	inside	62	RNF157-AS1
chr17	74722061	74722113	53	*	X1641	124512	74722912	74729962	7051	+	798	upstream	798	METTL23
chr17	76374561	76374649	89	*	X1644	9489	76374735	76420639	45905	+	85	upstream	85	PGS1
chr17	79139509	79139545	37	*	X1650	388428	79139307	79156964	17658	+	0	inside	201	PVALEF
chr17	79139559	79139574	16	*	X1651	388428	79139307	79156964	17658	+	0	inside	251	PVALEF
chr17	79139559	79139574	16	*	X1651	9625	79091096	79139872	48777	-	0	inside	297	AATK
chr17	79988924	79989009	86	*	X1658	5881	79989532	79992080	2549	+	522	upstream	522	RAC3
chr17	80416056	80416065	10	*	X1661	26502	80416060	80446143	30084	+	0	overlapStart	0	NARF
chr17	80606874	80606887	14	*	X1662	56270	80572438	80606411	33974	-	462	upstream	462	WDR45B
chr17	80692873	80692891	19	*	X1663	64122	80693452	80709073	15622	+	560	upstream	560	FN3K
chr18	21242920	21242934	15	*	X1670	147463	21179978	21242849	62872	-	70	upstream	70	ANKRD29
chr18	60987900	60988103	204	*	X1677	596	60790579	60986657	196079	-	1242	upstream	1242	BCL2
chr18	60988145	60988277	133	*	X1678	596	60790579	60986657	196079	-	1487	upstream	1487	BCL2
chr18	60988289	60988330	42	*	X1679	596	60790579	60986657	196079	-	1631	upstream	1631	BCL2
chr19	2785221	2785231	11	*	X1694	6449	2754712	2783354	28643	-	1866	upstream	1866	SGTA
chr19	2785221	2785231	11	*	X1694	7064	2785506	2813599	28094	+	274	upstream	274	THOP1
chr19	2977820	2977827	8	*	X1695	79816	2977536	2995182	17647	+	0	inside	283	TLE6
chr19	7660401	7660407	7	*	X1702	57662	7660788	7683196	22409	+	380	upstream	380	CAMSAP3
chr19	8675270	8675387	118	*	X1705	81794	8645126	8675588	30463	-	0	inside	200	ADAMTS10
chr19	10947302	10947427	126	*	X1708	11018	10943114	10946983	3870	-	318	upstream	318	TMED1
chr19	12901937	12902010	74	*	X1713	3726	12902310	12904125	1816	+	299	upstream	299	JUNB
chr19	12902139	12902186	48	*	X1714	3726	12902310	12904125	1816	+	123	upstream	123	JUNB
chr19	12902200	12902489	290	*	X1715	3726	12902310	12904125	1816	+	0	overlapStart	0	JUNB
chr19	13106058	13106171	114	*	X1719	4784	13106584	13209610	103027	+	412	upstream	412	NFIX
chr19	13106809	13107199	391	*	X1720	4784	13106584	13209610	103027	+	0	inside	224	NFIX
chr19	16771349	16771363	15	*	X1727	79041	16771938	16799816	27879	+	574	upstream	574	TMEM38A
chr19	16771349	16771363	15	*	X1727	79086	16756959	16770968	14010	-	380	upstream	380	SMIM7
chr19	17858243	17858262	20	*	X1730	23149	17858527	17899377	40851	+	264	upstream	264	FCHO1
chr19	17858278	17858291	14	*	X1731	23149	17858527	17899377	40851	+	235	upstream	235	FCHO1
chr19	18061409	18061471	63	*	X1733	3780	18062111	18109930	47820	+	639	upstream	639	KCNN1
chr19	18112045	18112123	79	*	X1734	27106	18111944	18124911	12968	+	0	inside	100	ARRDC2
chr19	18112193	18112224	32	*	X1735	27106	18111944	18124911	12968	+	0	inside	248	ARRDC2
chr19	18451126	18451141	16	*	X1740	54858	18451408	18480763	29356	+	266	upstream	266	PGPEP1
chr19	18451157	18451228	72	*	X1741	54858	18451408	18480763	29356	+	179	upstream	179	PGPEP1
chr19	18529878	18530043	166	*	X1742	170463	18530146	18545372	15227	+	102	upstream	102	SSBP4
chr19	33166764	33166993	230	*	X1748	84079	33087907	33166102	78196	-	661	upstream	661	ANKRD27
chr19	33167042	33167404	363	*	X1749	84079	33087907	33166102	78196	-	939	upstream	939	ANKRD27
chr19	33792284	33792525	242	*	X1750	80054	33793763	33795963	2201	+	1237	upstream	1237	CEBPA-DT
chr19	33793148	33793207	60	*	X1751	1050	33790840	33793430	2591	-	0	inside	222	CEBPA
chr19	33793148	33793207	60	*	X1751	80054	33793763	33795963	2201	+	555	upstream	555	CEBPA-DT
chr19	36427189	36427205	17	*	X1752	79414	36428022	36436097	8076	+	816	upstream	816	LRFN3
chr19	37862352	37862457	106	*	X1754	84503	37862059	37883966	21908	+	0	inside	292	ZNF527
chr19	40324999	40325004	6	*	X1761	9149	40315990	40324841	8852	-	157	upstream	157	DYRK1B
chr19	41724612	41724710	99	*	X1766	558	41725108	41767671	42564	+	397	upstream	397	AXL
chr19	41903175	41903202	28	*	X1767	56915	41892276	41903256	10981	-	0	inside	53	EXOSC5
chr19	45579884	45579936	53	*	X1771	162979	45574758	45579688	4931	-	195	upstream	195	ZNF296
chr19	45582312	45582408	97	*	X1772	79760	45582518	45594782	12265	+	109	upstream	109	GEMIN7
chr19	45970674	45970692	19	*	X1774	2354	45971253	45978437	7185	+	560	upstream	560	FOSB
chr19	45970711	45970727	17	*	X1775	2354	45971253	45978437	7185	+	525	upstream	525	FOSB
chr19	46320471	46320478	8	*	X1777	81492	46298968	46318605	19638	-	1865	upstream	1865	RSPH6A
chr19	47975465	47975544	80	*	X1786	6543	47931279	47975307	44029	-	157	upstream	157	SLC8A2
chr19	49140361	49140500	140	*	X1791	1628	49133817	49140639	6823	-	0	inside	138	DBP
chr19	49140361	49140500	140	*	X1791	653677	49141296	49185502	44207	+	795	upstream	795	SEC1P
chr19	49140559	49140580	22	*	X1792	1628	49133817	49140639	6823	-	0	inside	58	DBP
chr19	49140559	49140580	22	*	X1792	653677	49141296	49185502	44207	+	715	upstream	715	SEC1P
chr19	50000646	50000751	106	*	X1794	84546	50000976	50001062	87	+	224	upstream	224	SNORD35B
chr19	50084033	50084131	99	*	X1796	51070	50058725	50083829	25105	-	203	upstream	203	NOSIP
chr19	50084033	50084131	99	*	X1796	5639	50084587	50094265	9679	+	455	upstream	455	PRRG2
chr19	56151490	56151695	206	*	X1807	51157	56152392	56154836	2445	+	696	upstream	696	ZNF580
chr19	59085092	59085093	2	*	X1812	65996	59086766	59110852	24087	+	1672	upstream	1672	CENPBD1P1
chr19	59085092	59085093	2	*	X1812	7593	59073284	59084942	11659	-	149	upstream	149	MZF1
chr20	277794	277804	11	*	X1813	85364	278204	280963	2760	+	399	upstream	399	ZCCHC3
chr20	1206117	1206136	20	*	X1817	642636	1206764	1235145	28382	+	627	upstream	627	RAD21L1
chr20	1373909	1373987	79	*	X1818	100528031	1290555	1373816	83262	-	92	upstream	92	FKBP1A-SDCBP2
chr20	1373909	1373987	79	*	X1818	2280	1349621	1373816	24196	-	92	upstream	92	FKBP1A
chr20	2780762	2781001	240	*	X1821	56265	2774715	2781292	6578	-	0	inside	290	CPXM1
chr20	9048348	9048399	52	*	X1826	5332	9049701	9461462	411762	+	1301	upstream	1301	PLCB4
chr20	34824129	34824193	65	*	X1840	25980	34824339	34844863	20525	+	145	upstream	145	AAR2
chr20	35233836	35233845	10	*	X1842	55969	35234137	35240960	6824	+	291	upstream	291	RAB5IF
chr20	43589172	43589196	25	*	X1846	10953	43570771	43589114	18344	-	57	upstream	57	TOMM34
chr20	55204111	55204216	106	*	X1857	7022	55204358	55214338	9981	+	141	upstream	141	TFAP2C
chr20	55842108	55842115	8	*	X1858	655	55743809	55841707	97899	-	400	upstream	400	BMP7
chr20	57226456	57226533	78	*	X1860	8675	57226309	57254582	28274	+	0	inside	146	STX16
chr20	57226552	57226649	98	*	X1861	8675	57226309	57254582	28274	+	0	inside	242	STX16
chr20	61147821	61148018	198	*	X1867	128826	61147660	61167971	20312	+	0	inside	160	MIR1-1HG
chr20	61493420	61493501	82	*	X1868	10732	61472467	61493115	20649	-	304	upstream	304	TCFL5
chr20	62259610	62259728	119	*	X1870	26205	62218955	62258381	39427	-	1228	upstream	1228	GMEB2
chr21	38446128	38446323	196	*	X1886	51227	38437664	38445458	7795	-	669	upstream	669	PIGP
chr21	46495073	46495480	408	*	X1891	728039	46490871	46493126	2256	-	1946	upstream	1946	SSR4P1
chr22	18507052	18507068	17	*	X1895	57553	18270416	18507325	236910	-	0	inside	256	MICAL3
chr22	18593141	18593163	23	*	X1896	51807	18593453	18614498	21046	+	289	upstream	289	TUBA8
chr22	18593180	18593207	28	*	X1897	51807	18593453	18614498	21046	+	245	upstream	245	TUBA8
chr22	19279469	19279489	21	*	X1898	8218	19166987	19279239	112253	-	229	upstream	229	CLTCL1
chr22	24059595	24059598	4	*	X1910	91316	23980675	24059610	78936	-	0	inside	11	GUSBP11
chr22	24110285	24110320	36	*	X1911	400916	24108021	24110141	2121	-	143	upstream	143	CHCHD10
chr22	26880393	26880403	11	*	X1912	89781	26846849	26879829	32981	-	563	upstream	563	HPS4
chr22	29876034	29876066	33	*	X1913	4744	29876181	29887277	11097	+	114	upstream	114	NEFH
chr22	30901254	30901655	402	*	X1915	284904	30884898	30901698	16801	-	0	inside	42	SEC14L4
chr22	31031808	31031880	73	*	X1916	339665	31031793	31065003	33211	+	0	inside	14	SLC35E4
chr22	35776828	35776887	60	*	X1923	3162	35777060	35790207	13148	+	172	upstream	172	HMOX1
chr22	35776910	35776936	27	*	X1924	3162	35777060	35790207	13148	+	123	upstream	123	HMOX1
chr22	38070986	38071008	23	*	X1928	3956	38071613	38075809	4197	+	604	upstream	604	LGALS1
chr22	38071021	38071209	189	*	X1929	3956	38071613	38075809	4197	+	403	upstream	403	LGALS1
chr22	38071669	38071702	34	*	X1930	3956	38071613	38075809	4197	+	0	inside	55	LGALS1
chr22	39852692	39852891	200	*	X1937	4248	39853325	39888199	34875	+	433	upstream	433	MGAT3
chr22	43740533	43740568	36	*	X1943	80274	43599229	43739394	140166	-	1138	upstream	1138	SCUBE1
chr22	45097774	45097790	17	*	X1945	553158	45098078	45258664	160587	+	287	upstream	287	PRR5-ARHGAP8
chr22	45097845	45097893	49	*	X1946	553158	45098078	45258664	160587	+	184	upstream	184	PRR5-ARHGAP8
chrX	20135073	20135352	280	*	X1952	256714	20024831	20135114	110284	-	0	overlapStart	0	MAP7D2
chrX	47479571	47479580	10	*	X1956	6853	47431300	47479256	47957	-	314	upstream	314	SYN1
chrX	47479596	47479609	14	*	X1957	6853	47431300	47479256	47957	-	339	upstream	339	SYN1
chrX	148713624	148713634	11	*	X1961	84548	148678216	148713487	35272	-	136	upstream	136	TMEM185A
